id	label	model
560600	None	advanced-banglabert
64688	None	advanced-banglabert
215716	Abusive	advanced-banglabert
556594	Abusive	advanced-banglabert
605700	None	advanced-banglabert
859381	Political Hate	advanced-banglabert
419851	None	advanced-banglabert
154234	None	advanced-banglabert
146787	None	advanced-banglabert
11200	Abusive	advanced-banglabert
743093	Profane	advanced-banglabert
174203	None	advanced-banglabert
815223	Political Hate	advanced-banglabert
514630	Profane	advanced-banglabert
2695	None	advanced-banglabert
455746	None	advanced-banglabert
908277	None	advanced-banglabert
179176	None	advanced-banglabert
279942	None	advanced-banglabert
51167	None	advanced-banglabert
207296	Political Hate	advanced-banglabert
603501	Profane	advanced-banglabert
425627	Abusive	advanced-banglabert
485589	Abusive	advanced-banglabert
714681	None	advanced-banglabert
656589	None	advanced-banglabert
67399	Profane	advanced-banglabert
709852	None	advanced-banglabert
852490	Profane	advanced-banglabert
128383	Political Hate	advanced-banglabert
57019	None	advanced-banglabert
931214	None	advanced-banglabert
710348	Political Hate	advanced-banglabert
473585	None	advanced-banglabert
128203	Profane	advanced-banglabert
306144	None	advanced-banglabert
90088	None	advanced-banglabert
302383	Profane	advanced-banglabert
939642	Political Hate	advanced-banglabert
804409	Abusive	advanced-banglabert
232626	Political Hate	advanced-banglabert
894347	Profane	advanced-banglabert
245524	Political Hate	advanced-banglabert
618483	Profane	advanced-banglabert
630938	None	advanced-banglabert
81172	Profane	advanced-banglabert
21126	Abusive	advanced-banglabert
389453	Abusive	advanced-banglabert
396564	None	advanced-banglabert
653528	Political Hate	advanced-banglabert
761151	Abusive	advanced-banglabert
193275	Political Hate	advanced-banglabert
138236	None	advanced-banglabert
41098	Abusive	advanced-banglabert
363213	None	advanced-banglabert
774803	Religious Hate	advanced-banglabert
494286	None	advanced-banglabert
17766	None	advanced-banglabert
792907	None	advanced-banglabert
719515	Abusive	advanced-banglabert
238094	None	advanced-banglabert
829385	None	advanced-banglabert
8911	Abusive	advanced-banglabert
408415	Abusive	advanced-banglabert
892496	Abusive	advanced-banglabert
28986	Profane	advanced-banglabert
925316	None	advanced-banglabert
225378	Abusive	advanced-banglabert
612820	Political Hate	advanced-banglabert
356375	None	advanced-banglabert
197940	Political Hate	advanced-banglabert
534486	None	advanced-banglabert
426470	Abusive	advanced-banglabert
155352	None	advanced-banglabert
160406	Abusive	advanced-banglabert
398382	None	advanced-banglabert
671840	None	advanced-banglabert
176533	None	advanced-banglabert
198505	None	advanced-banglabert
719810	None	advanced-banglabert
409927	Profane	advanced-banglabert
334538	Profane	advanced-banglabert
814242	None	advanced-banglabert
891705	None	advanced-banglabert
1018	None	advanced-banglabert
54308	None	advanced-banglabert
589442	None	advanced-banglabert
913847	Abusive	advanced-banglabert
150258	None	advanced-banglabert
264156	Profane	advanced-banglabert
799325	None	advanced-banglabert
167330	Abusive	advanced-banglabert
464549	None	advanced-banglabert
603587	None	advanced-banglabert
355428	None	advanced-banglabert
629590	None	advanced-banglabert
61328	Political Hate	advanced-banglabert
846447	None	advanced-banglabert
682035	None	advanced-banglabert
359144	None	advanced-banglabert
743699	Profane	advanced-banglabert
264312	Abusive	advanced-banglabert
474991	None	advanced-banglabert
573435	Abusive	advanced-banglabert
141299	None	advanced-banglabert
815320	None	advanced-banglabert
304554	None	advanced-banglabert
233058	None	advanced-banglabert
499764	Political Hate	advanced-banglabert
285223	Political Hate	advanced-banglabert
149699	Profane	advanced-banglabert
815652	None	advanced-banglabert
703863	Abusive	advanced-banglabert
934421	None	advanced-banglabert
588444	None	advanced-banglabert
561490	Political Hate	advanced-banglabert
66975	None	advanced-banglabert
562485	None	advanced-banglabert
488242	Abusive	advanced-banglabert
17859	Political Hate	advanced-banglabert
302476	None	advanced-banglabert
809726	None	advanced-banglabert
114878	Abusive	advanced-banglabert
214653	Profane	advanced-banglabert
64252	None	advanced-banglabert
43007	Abusive	advanced-banglabert
533645	Abusive	advanced-banglabert
736567	None	advanced-banglabert
461390	Political Hate	advanced-banglabert
268867	None	advanced-banglabert
481812	None	advanced-banglabert
314190	Abusive	advanced-banglabert
325307	None	advanced-banglabert
25133	Political Hate	advanced-banglabert
733358	None	advanced-banglabert
452456	Abusive	advanced-banglabert
136745	None	advanced-banglabert
203365	None	advanced-banglabert
511593	None	advanced-banglabert
223498	Political Hate	advanced-banglabert
803776	Religious Hate	advanced-banglabert
893579	None	advanced-banglabert
709601	Abusive	advanced-banglabert
237871	Political Hate	advanced-banglabert
178020	None	advanced-banglabert
269708	Abusive	advanced-banglabert
145997	Abusive	advanced-banglabert
874844	None	advanced-banglabert
210636	Abusive	advanced-banglabert
443689	Profane	advanced-banglabert
844787	Abusive	advanced-banglabert
508787	None	advanced-banglabert
599550	None	advanced-banglabert
582897	None	advanced-banglabert
865743	None	advanced-banglabert
790593	Abusive	advanced-banglabert
623977	None	advanced-banglabert
589150	None	advanced-banglabert
587736	None	advanced-banglabert
635158	Abusive	advanced-banglabert
219621	None	advanced-banglabert
362671	Abusive	advanced-banglabert
119991	None	advanced-banglabert
43221	Abusive	advanced-banglabert
202056	Political Hate	advanced-banglabert
562335	None	advanced-banglabert
13729	None	advanced-banglabert
591394	None	advanced-banglabert
636425	Abusive	advanced-banglabert
145868	Abusive	advanced-banglabert
661107	None	advanced-banglabert
509296	None	advanced-banglabert
849659	None	advanced-banglabert
379040	None	advanced-banglabert
747275	Abusive	advanced-banglabert
232278	Political Hate	advanced-banglabert
442465	Abusive	advanced-banglabert
409490	None	advanced-banglabert
273180	Political Hate	advanced-banglabert
709588	Abusive	advanced-banglabert
548	None	advanced-banglabert
628959	None	advanced-banglabert
171382	None	advanced-banglabert
385755	None	advanced-banglabert
619344	None	advanced-banglabert
758551	None	advanced-banglabert
886431	Profane	advanced-banglabert
907402	None	advanced-banglabert
502655	None	advanced-banglabert
509495	None	advanced-banglabert
297022	Political Hate	advanced-banglabert
82830	Abusive	advanced-banglabert
500515	None	advanced-banglabert
679921	Profane	advanced-banglabert
709146	Political Hate	advanced-banglabert
873265	None	advanced-banglabert
492591	Political Hate	advanced-banglabert
584686	None	advanced-banglabert
179483	Political Hate	advanced-banglabert
935637	Abusive	advanced-banglabert
91977	Abusive	advanced-banglabert
928581	None	advanced-banglabert
411389	None	advanced-banglabert
45128	Abusive	advanced-banglabert
96778	Political Hate	advanced-banglabert
503057	None	advanced-banglabert
585530	None	advanced-banglabert
784573	None	advanced-banglabert
874499	None	advanced-banglabert
4897	None	advanced-banglabert
775090	Political Hate	advanced-banglabert
695310	None	advanced-banglabert
479853	None	advanced-banglabert
174419	Profane	advanced-banglabert
410897	None	advanced-banglabert
744352	Abusive	advanced-banglabert
172941	Profane	advanced-banglabert
392269	None	advanced-banglabert
746415	None	advanced-banglabert
872247	None	advanced-banglabert
337471	None	advanced-banglabert
541902	None	advanced-banglabert
61695	None	advanced-banglabert
417575	Abusive	advanced-banglabert
98896	None	advanced-banglabert
531880	None	advanced-banglabert
758220	None	advanced-banglabert
698607	Political Hate	advanced-banglabert
751688	None	advanced-banglabert
711377	None	advanced-banglabert
112778	None	advanced-banglabert
283087	None	advanced-banglabert
420290	None	advanced-banglabert
758765	Political Hate	advanced-banglabert
466773	Abusive	advanced-banglabert
350045	Abusive	advanced-banglabert
67707	Abusive	advanced-banglabert
376029	None	advanced-banglabert
558164	Political Hate	advanced-banglabert
692294	Profane	advanced-banglabert
272161	None	advanced-banglabert
420220	None	advanced-banglabert
512019	None	advanced-banglabert
367328	None	advanced-banglabert
754159	None	advanced-banglabert
387364	Profane	advanced-banglabert
192245	None	advanced-banglabert
699977	None	advanced-banglabert
134067	None	advanced-banglabert
106075	None	advanced-banglabert
176593	Abusive	advanced-banglabert
780253	None	advanced-banglabert
585197	None	advanced-banglabert
859189	None	advanced-banglabert
684364	None	advanced-banglabert
755189	Abusive	advanced-banglabert
447149	Profane	advanced-banglabert
839699	Profane	advanced-banglabert
865601	None	advanced-banglabert
707132	None	advanced-banglabert
370042	None	advanced-banglabert
666358	Abusive	advanced-banglabert
411645	Religious Hate	advanced-banglabert
392239	Political Hate	advanced-banglabert
751344	None	advanced-banglabert
573443	Political Hate	advanced-banglabert
199479	None	advanced-banglabert
599791	Political Hate	advanced-banglabert
160139	Abusive	advanced-banglabert
782371	Abusive	advanced-banglabert
607251	None	advanced-banglabert
390937	Political Hate	advanced-banglabert
366552	Abusive	advanced-banglabert
273247	None	advanced-banglabert
54204	Political Hate	advanced-banglabert
245318	None	advanced-banglabert
641266	None	advanced-banglabert
928973	None	advanced-banglabert
506617	Political Hate	advanced-banglabert
265666	Abusive	advanced-banglabert
439789	Abusive	advanced-banglabert
607226	Profane	advanced-banglabert
792227	None	advanced-banglabert
614312	Abusive	advanced-banglabert
766149	None	advanced-banglabert
529031	Abusive	advanced-banglabert
356429	None	advanced-banglabert
769666	Political Hate	advanced-banglabert
564231	None	advanced-banglabert
597465	None	advanced-banglabert
842870	None	advanced-banglabert
701223	None	advanced-banglabert
876510	None	advanced-banglabert
472554	None	advanced-banglabert
13237	Political Hate	advanced-banglabert
187646	None	advanced-banglabert
908332	None	advanced-banglabert
137035	Sexism	advanced-banglabert
749248	Profane	advanced-banglabert
827474	Political Hate	advanced-banglabert
424727	Abusive	advanced-banglabert
645220	None	advanced-banglabert
780335	None	advanced-banglabert
548909	Abusive	advanced-banglabert
221833	Political Hate	advanced-banglabert
721227	Abusive	advanced-banglabert
111058	Profane	advanced-banglabert
58619	Political Hate	advanced-banglabert
825865	Political Hate	advanced-banglabert
21503	None	advanced-banglabert
279833	None	advanced-banglabert
869216	None	advanced-banglabert
646221	Political Hate	advanced-banglabert
785078	Abusive	advanced-banglabert
322109	None	advanced-banglabert
121965	None	advanced-banglabert
380316	None	advanced-banglabert
402577	Profane	advanced-banglabert
912001	None	advanced-banglabert
429819	None	advanced-banglabert
70778	None	advanced-banglabert
245485	None	advanced-banglabert
337097	None	advanced-banglabert
584748	None	advanced-banglabert
223286	Political Hate	advanced-banglabert
178969	None	advanced-banglabert
36031	None	advanced-banglabert
474454	None	advanced-banglabert
396792	Political Hate	advanced-banglabert
812929	Profane	advanced-banglabert
493742	Political Hate	advanced-banglabert
342528	None	advanced-banglabert
293411	None	advanced-banglabert
28969	Abusive	advanced-banglabert
923608	Profane	advanced-banglabert
525058	None	advanced-banglabert
476964	Abusive	advanced-banglabert
570375	None	advanced-banglabert
240954	Abusive	advanced-banglabert
463205	Abusive	advanced-banglabert
415349	None	advanced-banglabert
461370	None	advanced-banglabert
808116	Abusive	advanced-banglabert
325293	Abusive	advanced-banglabert
241537	None	advanced-banglabert
515363	Profane	advanced-banglabert
736241	None	advanced-banglabert
261840	Political Hate	advanced-banglabert
165196	None	advanced-banglabert
109416	Political Hate	advanced-banglabert
862219	Abusive	advanced-banglabert
400225	Profane	advanced-banglabert
24858	None	advanced-banglabert
154179	Profane	advanced-banglabert
434557	Abusive	advanced-banglabert
698884	None	advanced-banglabert
445124	None	advanced-banglabert
595638	Political Hate	advanced-banglabert
462854	None	advanced-banglabert
714804	None	advanced-banglabert
200649	Political Hate	advanced-banglabert
808761	Profane	advanced-banglabert
621410	Political Hate	advanced-banglabert
525750	Abusive	advanced-banglabert
102762	Profane	advanced-banglabert
862372	Abusive	advanced-banglabert
106732	Political Hate	advanced-banglabert
588701	Abusive	advanced-banglabert
401091	None	advanced-banglabert
654048	None	advanced-banglabert
578556	None	advanced-banglabert
350237	None	advanced-banglabert
315448	None	advanced-banglabert
266161	None	advanced-banglabert
122105	Political Hate	advanced-banglabert
332146	Abusive	advanced-banglabert
643104	None	advanced-banglabert
17183	None	advanced-banglabert
95603	Profane	advanced-banglabert
843123	None	advanced-banglabert
134747	Political Hate	advanced-banglabert
418410	None	advanced-banglabert
454851	Abusive	advanced-banglabert
260288	None	advanced-banglabert
759582	Abusive	advanced-banglabert
825629	Political Hate	advanced-banglabert
439739	None	advanced-banglabert
400971	Political Hate	advanced-banglabert
360387	None	advanced-banglabert
173748	None	advanced-banglabert
180105	None	advanced-banglabert
652067	None	advanced-banglabert
444114	Political Hate	advanced-banglabert
187371	Profane	advanced-banglabert
692050	Abusive	advanced-banglabert
216898	None	advanced-banglabert
181741	Abusive	advanced-banglabert
229002	Political Hate	advanced-banglabert
611051	Profane	advanced-banglabert
577575	Political Hate	advanced-banglabert
209438	Political Hate	advanced-banglabert
106419	None	advanced-banglabert
467718	Abusive	advanced-banglabert
564975	Profane	advanced-banglabert
929542	None	advanced-banglabert
464783	None	advanced-banglabert
54397	None	advanced-banglabert
392167	Political Hate	advanced-banglabert
563784	None	advanced-banglabert
375373	None	advanced-banglabert
727423	None	advanced-banglabert
838311	Abusive	advanced-banglabert
44449	None	advanced-banglabert
358913	None	advanced-banglabert
828152	Political Hate	advanced-banglabert
786683	None	advanced-banglabert
209659	Political Hate	advanced-banglabert
117299	Abusive	advanced-banglabert
362129	Political Hate	advanced-banglabert
417299	None	advanced-banglabert
366108	None	advanced-banglabert
67636	Political Hate	advanced-banglabert
676589	None	advanced-banglabert
857813	None	advanced-banglabert
199029	None	advanced-banglabert
210541	Political Hate	advanced-banglabert
448340	None	advanced-banglabert
681578	None	advanced-banglabert
863560	None	advanced-banglabert
462497	None	advanced-banglabert
464644	None	advanced-banglabert
643210	None	advanced-banglabert
66831	Profane	advanced-banglabert
748314	Abusive	advanced-banglabert
299935	Profane	advanced-banglabert
335017	None	advanced-banglabert
906175	None	advanced-banglabert
627301	Political Hate	advanced-banglabert
438079	None	advanced-banglabert
111688	Abusive	advanced-banglabert
84067	None	advanced-banglabert
827455	Abusive	advanced-banglabert
658472	None	advanced-banglabert
12569	None	advanced-banglabert
278890	None	advanced-banglabert
682234	None	advanced-banglabert
170632	None	advanced-banglabert
567857	None	advanced-banglabert
536085	Abusive	advanced-banglabert
274720	None	advanced-banglabert
523151	None	advanced-banglabert
123980	Abusive	advanced-banglabert
87066	Political Hate	advanced-banglabert
119931	Abusive	advanced-banglabert
161857	Abusive	advanced-banglabert
538218	Profane	advanced-banglabert
770226	None	advanced-banglabert
621095	Political Hate	advanced-banglabert
706192	None	advanced-banglabert
799080	Political Hate	advanced-banglabert
468480	None	advanced-banglabert
673257	None	advanced-banglabert
360446	None	advanced-banglabert
889599	None	advanced-banglabert
542823	None	advanced-banglabert
526843	None	advanced-banglabert
505247	None	advanced-banglabert
739976	None	advanced-banglabert
257203	Political Hate	advanced-banglabert
804881	Political Hate	advanced-banglabert
80224	Abusive	advanced-banglabert
689733	Abusive	advanced-banglabert
369960	None	advanced-banglabert
864976	Abusive	advanced-banglabert
577789	Abusive	advanced-banglabert
684823	Political Hate	advanced-banglabert
898422	None	advanced-banglabert
526777	None	advanced-banglabert
610498	Political Hate	advanced-banglabert
645602	None	advanced-banglabert
297108	None	advanced-banglabert
605804	None	advanced-banglabert
203896	None	advanced-banglabert
24387	Abusive	advanced-banglabert
506580	None	advanced-banglabert
392501	Abusive	advanced-banglabert
678264	None	advanced-banglabert
116346	None	advanced-banglabert
792581	Abusive	advanced-banglabert
738917	Abusive	advanced-banglabert
920370	None	advanced-banglabert
612090	None	advanced-banglabert
323213	Profane	advanced-banglabert
783309	None	advanced-banglabert
173876	None	advanced-banglabert
363521	None	advanced-banglabert
498607	None	advanced-banglabert
482899	None	advanced-banglabert
569480	Political Hate	advanced-banglabert
755689	Abusive	advanced-banglabert
610707	None	advanced-banglabert
130554	Political Hate	advanced-banglabert
354193	None	advanced-banglabert
280327	Political Hate	advanced-banglabert
798516	Abusive	advanced-banglabert
55689	Abusive	advanced-banglabert
379874	None	advanced-banglabert
557832	None	advanced-banglabert
638234	None	advanced-banglabert
351181	None	advanced-banglabert
690374	None	advanced-banglabert
786106	None	advanced-banglabert
424027	Abusive	advanced-banglabert
244078	Abusive	advanced-banglabert
418880	Religious Hate	advanced-banglabert
808816	None	advanced-banglabert
602455	Political Hate	advanced-banglabert
497274	None	advanced-banglabert
276012	None	advanced-banglabert
871955	Abusive	advanced-banglabert
206077	None	advanced-banglabert
193034	Profane	advanced-banglabert
226965	Political Hate	advanced-banglabert
12237	Abusive	advanced-banglabert
537985	Profane	advanced-banglabert
173596	Abusive	advanced-banglabert
715055	Political Hate	advanced-banglabert
717713	None	advanced-banglabert
374033	Political Hate	advanced-banglabert
600315	Political Hate	advanced-banglabert
5961	Political Hate	advanced-banglabert
635963	None	advanced-banglabert
926904	None	advanced-banglabert
840249	Sexism	advanced-banglabert
711512	None	advanced-banglabert
836412	None	advanced-banglabert
496800	None	advanced-banglabert
117308	Political Hate	advanced-banglabert
378616	None	advanced-banglabert
148504	Profane	advanced-banglabert
251656	None	advanced-banglabert
726791	Profane	advanced-banglabert
282787	Political Hate	advanced-banglabert
549636	None	advanced-banglabert
919509	None	advanced-banglabert
18512	None	advanced-banglabert
534195	None	advanced-banglabert
362984	None	advanced-banglabert
39620	Abusive	advanced-banglabert
558565	None	advanced-banglabert
675166	Profane	advanced-banglabert
837886	None	advanced-banglabert
190187	Political Hate	advanced-banglabert
667454	None	advanced-banglabert
267472	None	advanced-banglabert
631535	None	advanced-banglabert
771604	Political Hate	advanced-banglabert
828770	None	advanced-banglabert
928727	None	advanced-banglabert
397077	None	advanced-banglabert
574546	None	advanced-banglabert
146218	Abusive	advanced-banglabert
909757	None	advanced-banglabert
69217	Abusive	advanced-banglabert
892801	Profane	advanced-banglabert
254004	Profane	advanced-banglabert
761208	Abusive	advanced-banglabert
775449	None	advanced-banglabert
642575	None	advanced-banglabert
223550	None	advanced-banglabert
577051	None	advanced-banglabert
730719	None	advanced-banglabert
583653	None	advanced-banglabert
540188	None	advanced-banglabert
387961	Religious Hate	advanced-banglabert
344594	None	advanced-banglabert
912257	None	advanced-banglabert
606219	Abusive	advanced-banglabert
542598	Political Hate	advanced-banglabert
485805	None	advanced-banglabert
31464	None	advanced-banglabert
176246	None	advanced-banglabert
280758	Political Hate	advanced-banglabert
103937	Political Hate	advanced-banglabert
331901	Political Hate	advanced-banglabert
619805	Political Hate	advanced-banglabert
793539	Abusive	advanced-banglabert
25928	Abusive	advanced-banglabert
403492	Abusive	advanced-banglabert
636897	None	advanced-banglabert
225315	Political Hate	advanced-banglabert
706413	Abusive	advanced-banglabert
258569	None	advanced-banglabert
459077	None	advanced-banglabert
886589	None	advanced-banglabert
136479	Abusive	advanced-banglabert
854679	None	advanced-banglabert
675095	Profane	advanced-banglabert
758728	None	advanced-banglabert
1900	Political Hate	advanced-banglabert
340944	None	advanced-banglabert
49706	None	advanced-banglabert
724683	Political Hate	advanced-banglabert
488706	None	advanced-banglabert
450457	Political Hate	advanced-banglabert
634954	None	advanced-banglabert
469158	Abusive	advanced-banglabert
796722	Abusive	advanced-banglabert
584538	Political Hate	advanced-banglabert
523578	None	advanced-banglabert
925251	Sexism	advanced-banglabert
564503	None	advanced-banglabert
921433	None	advanced-banglabert
605329	Abusive	advanced-banglabert
496757	Abusive	advanced-banglabert
743991	None	advanced-banglabert
831211	None	advanced-banglabert
450710	None	advanced-banglabert
507662	Abusive	advanced-banglabert
793551	None	advanced-banglabert
334957	None	advanced-banglabert
415154	None	advanced-banglabert
463331	None	advanced-banglabert
261155	None	advanced-banglabert
843681	None	advanced-banglabert
417619	Abusive	advanced-banglabert
51798	None	advanced-banglabert
19425	Political Hate	advanced-banglabert
588786	Abusive	advanced-banglabert
687986	None	advanced-banglabert
926649	None	advanced-banglabert
937327	None	advanced-banglabert
268251	Political Hate	advanced-banglabert
666254	None	advanced-banglabert
187334	None	advanced-banglabert
212541	Profane	advanced-banglabert
516760	None	advanced-banglabert
927601	None	advanced-banglabert
587942	None	advanced-banglabert
186176	None	advanced-banglabert
575025	None	advanced-banglabert
600206	None	advanced-banglabert
645906	Political Hate	advanced-banglabert
593866	Political Hate	advanced-banglabert
566247	Abusive	advanced-banglabert
519772	None	advanced-banglabert
290431	None	advanced-banglabert
478817	None	advanced-banglabert
483813	None	advanced-banglabert
881168	None	advanced-banglabert
555415	None	advanced-banglabert
632276	Political Hate	advanced-banglabert
76681	Profane	advanced-banglabert
429665	None	advanced-banglabert
612422	Political Hate	advanced-banglabert
34522	None	advanced-banglabert
777523	None	advanced-banglabert
489180	Abusive	advanced-banglabert
697185	Abusive	advanced-banglabert
174319	Profane	advanced-banglabert
896099	None	advanced-banglabert
135100	None	advanced-banglabert
888808	None	advanced-banglabert
589412	None	advanced-banglabert
598955	Abusive	advanced-banglabert
746405	Profane	advanced-banglabert
544040	None	advanced-banglabert
396565	None	advanced-banglabert
648722	None	advanced-banglabert
61978	Profane	advanced-banglabert
294277	Profane	advanced-banglabert
495708	None	advanced-banglabert
196657	Abusive	advanced-banglabert
120910	None	advanced-banglabert
720494	Political Hate	advanced-banglabert
247537	Abusive	advanced-banglabert
847819	None	advanced-banglabert
248331	None	advanced-banglabert
400026	Political Hate	advanced-banglabert
471734	None	advanced-banglabert
602612	None	advanced-banglabert
771423	Abusive	advanced-banglabert
389660	None	advanced-banglabert
179487	None	advanced-banglabert
200307	None	advanced-banglabert
222362	Profane	advanced-banglabert
705015	None	advanced-banglabert
420691	None	advanced-banglabert
922121	None	advanced-banglabert
815153	None	advanced-banglabert
323350	None	advanced-banglabert
325111	None	advanced-banglabert
95221	None	advanced-banglabert
529386	None	advanced-banglabert
728968	None	advanced-banglabert
777315	None	advanced-banglabert
352553	None	advanced-banglabert
35751	Political Hate	advanced-banglabert
472844	None	advanced-banglabert
879276	Political Hate	advanced-banglabert
296117	None	advanced-banglabert
641339	Abusive	advanced-banglabert
706160	None	advanced-banglabert
463387	None	advanced-banglabert
856334	Profane	advanced-banglabert
2886	Profane	advanced-banglabert
168390	Abusive	advanced-banglabert
163228	Political Hate	advanced-banglabert
177687	Political Hate	advanced-banglabert
326291	Profane	advanced-banglabert
82927	None	advanced-banglabert
47064	None	advanced-banglabert
794710	Political Hate	advanced-banglabert
691228	Abusive	advanced-banglabert
315267	None	advanced-banglabert
479208	Abusive	advanced-banglabert
410234	Profane	advanced-banglabert
918376	None	advanced-banglabert
20092	Political Hate	advanced-banglabert
237479	None	advanced-banglabert
596178	None	advanced-banglabert
105327	None	advanced-banglabert
544970	None	advanced-banglabert
15935	None	advanced-banglabert
665864	Abusive	advanced-banglabert
319856	None	advanced-banglabert
242413	None	advanced-banglabert
929883	Political Hate	advanced-banglabert
534291	None	advanced-banglabert
528268	None	advanced-banglabert
44756	None	advanced-banglabert
62638	None	advanced-banglabert
334371	None	advanced-banglabert
534473	None	advanced-banglabert
829478	None	advanced-banglabert
267938	Political Hate	advanced-banglabert
445606	None	advanced-banglabert
149825	Abusive	advanced-banglabert
612611	None	advanced-banglabert
871288	None	advanced-banglabert
411109	Political Hate	advanced-banglabert
889149	None	advanced-banglabert
513353	None	advanced-banglabert
121570	None	advanced-banglabert
891922	Abusive	advanced-banglabert
268168	None	advanced-banglabert
867117	None	advanced-banglabert
120973	None	advanced-banglabert
873179	None	advanced-banglabert
518099	None	advanced-banglabert
880398	None	advanced-banglabert
827558	Political Hate	advanced-banglabert
451773	None	advanced-banglabert
41409	Profane	advanced-banglabert
541252	None	advanced-banglabert
675917	Abusive	advanced-banglabert
258799	None	advanced-banglabert
306333	None	advanced-banglabert
845041	None	advanced-banglabert
764962	Abusive	advanced-banglabert
165973	None	advanced-banglabert
708370	None	advanced-banglabert
613387	Abusive	advanced-banglabert
804378	None	advanced-banglabert
321935	Political Hate	advanced-banglabert
63958	None	advanced-banglabert
574344	Abusive	advanced-banglabert
678964	None	advanced-banglabert
184731	None	advanced-banglabert
179944	None	advanced-banglabert
125129	None	advanced-banglabert
753694	None	advanced-banglabert
564705	Profane	advanced-banglabert
652337	Abusive	advanced-banglabert
216697	Abusive	advanced-banglabert
684937	None	advanced-banglabert
501350	None	advanced-banglabert
658231	None	advanced-banglabert
369588	Abusive	advanced-banglabert
345742	None	advanced-banglabert
93590	Political Hate	advanced-banglabert
495717	Abusive	advanced-banglabert
937539	Abusive	advanced-banglabert
570109	Abusive	advanced-banglabert
311860	Profane	advanced-banglabert
284407	Political Hate	advanced-banglabert
31982	None	advanced-banglabert
560656	None	advanced-banglabert
426198	None	advanced-banglabert
646184	None	advanced-banglabert
473885	None	advanced-banglabert
317283	Profane	advanced-banglabert
550307	Political Hate	advanced-banglabert
273606	Political Hate	advanced-banglabert
396498	Abusive	advanced-banglabert
387800	Political Hate	advanced-banglabert
498444	Abusive	advanced-banglabert
97961	Abusive	advanced-banglabert
277788	Profane	advanced-banglabert
326256	Political Hate	advanced-banglabert
595703	None	advanced-banglabert
854668	Political Hate	advanced-banglabert
764227	Profane	advanced-banglabert
10943	None	advanced-banglabert
507582	None	advanced-banglabert
19400	Political Hate	advanced-banglabert
4722	None	advanced-banglabert
804500	None	advanced-banglabert
901349	Abusive	advanced-banglabert
661662	None	advanced-banglabert
933876	None	advanced-banglabert
274649	None	advanced-banglabert
27399	None	advanced-banglabert
455918	Political Hate	advanced-banglabert
322740	Abusive	advanced-banglabert
540530	None	advanced-banglabert
545674	None	advanced-banglabert
313539	Profane	advanced-banglabert
8487	None	advanced-banglabert
171927	None	advanced-banglabert
929324	None	advanced-banglabert
162003	None	advanced-banglabert
317480	None	advanced-banglabert
498560	None	advanced-banglabert
701936	None	advanced-banglabert
228943	None	advanced-banglabert
122928	Profane	advanced-banglabert
710435	Abusive	advanced-banglabert
630632	None	advanced-banglabert
631884	None	advanced-banglabert
51337	Abusive	advanced-banglabert
835036	None	advanced-banglabert
66570	Political Hate	advanced-banglabert
923274	Profane	advanced-banglabert
599005	None	advanced-banglabert
478501	None	advanced-banglabert
11936	Political Hate	advanced-banglabert
559912	None	advanced-banglabert
337098	None	advanced-banglabert
632474	None	advanced-banglabert
20239	None	advanced-banglabert
319146	Profane	advanced-banglabert
174566	Abusive	advanced-banglabert
87984	Political Hate	advanced-banglabert
53650	Political Hate	advanced-banglabert
367190	None	advanced-banglabert
567906	Religious Hate	advanced-banglabert
419979	None	advanced-banglabert
73704	None	advanced-banglabert
229624	Abusive	advanced-banglabert
218878	None	advanced-banglabert
1015	None	advanced-banglabert
65167	None	advanced-banglabert
465570	Political Hate	advanced-banglabert
6465	None	advanced-banglabert
622913	None	advanced-banglabert
600217	None	advanced-banglabert
410574	None	advanced-banglabert
865811	None	advanced-banglabert
622944	None	advanced-banglabert
891086	None	advanced-banglabert
904147	None	advanced-banglabert
35085	None	advanced-banglabert
148433	None	advanced-banglabert
102215	Political Hate	advanced-banglabert
719481	None	advanced-banglabert
843745	None	advanced-banglabert
937006	None	advanced-banglabert
459105	None	advanced-banglabert
220877	Political Hate	advanced-banglabert
935770	None	advanced-banglabert
74514	Abusive	advanced-banglabert
7029	None	advanced-banglabert
487711	None	advanced-banglabert
200706	None	advanced-banglabert
355615	None	advanced-banglabert
122490	None	advanced-banglabert
421149	None	advanced-banglabert
839488	Abusive	advanced-banglabert
635770	None	advanced-banglabert
619035	Political Hate	advanced-banglabert
380595	None	advanced-banglabert
789897	None	advanced-banglabert
103584	None	advanced-banglabert
205731	Political Hate	advanced-banglabert
556690	Political Hate	advanced-banglabert
20163	None	advanced-banglabert
887803	Abusive	advanced-banglabert
521652	None	advanced-banglabert
609416	None	advanced-banglabert
484815	None	advanced-banglabert
320638	Profane	advanced-banglabert
530089	None	advanced-banglabert
800714	None	advanced-banglabert
810049	None	advanced-banglabert
164481	None	advanced-banglabert
162373	Abusive	advanced-banglabert
653976	Political Hate	advanced-banglabert
533478	Profane	advanced-banglabert
311161	None	advanced-banglabert
105260	Profane	advanced-banglabert
92324	None	advanced-banglabert
65012	Political Hate	advanced-banglabert
380009	Political Hate	advanced-banglabert
112591	None	advanced-banglabert
787484	None	advanced-banglabert
361415	None	advanced-banglabert
936093	None	advanced-banglabert
719329	None	advanced-banglabert
231333	Profane	advanced-banglabert
